user_id,application_id,target,prob_good
U00931,APP00931,1,0.65
U00932,APP00932,1,0.932
U00933,APP00933,1,0.917
U00934,APP00934,1,0.8
U00935,APP00935,1,0.8
U00936,APP00936,1,0.938
U00937,APP00937,1,0.884
U00938,APP00938,1,0.933
U00939,APP00939,1,0.95
U00940,APP00940,1,0.8
U00941,APP00941,1,0.738
U00942,APP00942,0,0.65
U00943,APP00943,1,0.903
U00944,APP00944,1,0.934
U00945,APP00945,1,0.931
U00946,APP00946,1,0.854
U00947,APP00947,1,0.924
U00948,APP00948,1,0.944
U00949,APP00949,1,0.902
U00950,APP00950,1,0.8
U00951,APP00951,1,0.95
U00952,APP00952,0,0.924
U00953,APP00953,1,0.916
U00954,APP00954,1,0.929
U00955,APP00955,1,0.776
U00956,APP00956,1,0.889
U00957,APP00957,1,0.95
U00958,APP00958,1,0.935
U00959,APP00959,1,0.868
U00960,APP00960,1,0.944
U00961,APP00961,1,0.8
U00962,APP00962,1,0.877
U00963,APP00963,1,0.938
U00964,APP00964,1,0.945
U00965,APP00965,1,0.8
U00966,APP00966,1,0.8
U00967,APP00967,1,0.8
U00968,APP00968,1,0.932
U00969,APP00969,1,0.947
U00970,APP00970,1,0.901
U00971,APP00971,1,0.65
U00972,APP00972,1,0.933
U00973,APP00973,1,0.948
U00974,APP00974,1,0.948
U00975,APP00975,0,0.95
U00976,APP00976,1,0.909
U00977,APP00977,1,0.896
U00978,APP00978,1,0.88
U00979,APP00979,0,0.8
U00980,APP00980,1,0.935
U00981,APP00981,1,0.95
U00982,APP00982,1,0.948
U00983,APP00983,1,0.8
U00984,APP00984,1,0.926
U00985,APP00985,0,0.932
U00986,APP00986,1,0.888
U00987,APP00987,1,0.915
U00988,APP00988,0,0.8
U00989,APP00989,0,0.891
U00990,APP00990,1,0.907
U00991,APP00991,1,0.936
U00992,APP00992,1,0.944
U00993,APP00993,1,0.936
U00994,APP00994,1,0.749
U00995,APP00995,1,0.95
U00996,APP00996,1,0.932
U00997,APP00997,0,0.896
U00998,APP00998,1,0.897
U00999,APP00999,1,0.901
U01000,APP01000,1,0.65
U01001,APP01001,1,0.771
U01002,APP01002,1,0.915
U01003,APP01003,1,0.939
U01004,APP01004,1,0.918
U01005,APP01005,1,0.922
U01006,APP01006,1,0.948
U01007,APP01007,0,0.906
U01008,APP01008,1,0.914
U01009,APP01009,1,0.95
U01010,APP01010,1,0.914
U01011,APP01011,1,0.8
U01012,APP01012,1,0.889
U01013,APP01013,1,0.934
U01014,APP01014,0,0.919
U01015,APP01015,0,0.8
U01016,APP01016,1,0.893
U01017,APP01017,1,0.95
U01018,APP01018,1,0.898
U01019,APP01019,0,0.918
U01020,APP01020,1,0.95
U01021,APP01021,1,0.921
U01022,APP01022,1,0.949
U01023,APP01023,1,0.8
U01024,APP01024,1,0.938
U01025,APP01025,1,0.852
U01026,APP01026,1,0.937
U01027,APP01027,1,0.95
U01028,APP01028,0,0.95
U01029,APP01029,1,0.95
U01030,APP01030,1,0.871
U01031,APP01031,1,0.936
U01032,APP01032,1,0.907
U01033,APP01033,1,0.927
U01034,APP01034,1,0.916
U01035,APP01035,1,0.749
U01036,APP01036,1,0.893
U01037,APP01037,1,0.8
U01038,APP01038,1,0.909
U01039,APP01039,1,0.942
U01040,APP01040,1,0.938
U01041,APP01041,1,0.891
U01042,APP01042,0,0.881
U01043,APP01043,1,0.878
U01044,APP01044,1,0.95
U01045,APP01045,1,0.927
U01046,APP01046,1,0.8
U01047,APP01047,1,0.926
U01048,APP01048,1,0.8
U01049,APP01049,0,0.727
U01050,APP01050,0,0.95
U01051,APP01051,1,0.95
U01052,APP01052,1,0.944
U01053,APP01053,1,0.928
U01054,APP01054,1,0.939
U01055,APP01055,1,0.93
U01056,APP01056,0,0.8
U01057,APP01057,1,0.65
U01058,APP01058,0,0.846
U01059,APP01059,1,0.935
U01060,APP01060,1,0.942
U01061,APP01061,1,0.8
U01062,APP01062,1,0.95
U01063,APP01063,1,0.95
U01064,APP01064,0,0.8
U01065,APP01065,0,0.761
U01066,APP01066,1,0.65
U01067,APP01067,1,0.8
U01068,APP01068,1,0.924
U01069,APP01069,1,0.925
U01070,APP01070,1,0.8
U01071,APP01071,1,0.924
U01072,APP01072,1,0.8
U01073,APP01073,1,0.8
U01074,APP01074,1,0.919
U01075,APP01075,1,0.95
U01076,APP01076,1,0.885
U01077,APP01077,1,0.933
U01078,APP01078,1,0.907
U01079,APP01079,1,0.95
U01080,APP01080,1,0.944
U01081,APP01081,0,0.914
U01082,APP01082,1,0.91
U01083,APP01083,1,0.925
U01084,APP01084,1,0.896
U01085,APP01085,1,0.925
U01086,APP01086,1,0.8
U01087,APP01087,1,0.749
U01088,APP01088,0,0.858
U01089,APP01089,1,0.913
U01090,APP01090,1,0.832
U01091,APP01091,1,0.784
U01092,APP01092,0,0.762
U01093,APP01093,1,0.902
U01094,APP01094,0,0.8
U01095,APP01095,1,0.65
U01096,APP01096,1,0.926
U01097,APP01097,1,0.95
U01098,APP01098,1,0.8
U01099,APP01099,1,0.8
U01100,APP01100,1,0.925
U01101,APP01101,1,0.94
U01102,APP01102,1,0.924
U01103,APP01103,1,0.8
U01104,APP01104,1,0.893
U01105,APP01105,0,0.824
U01106,APP01106,1,0.8
U01107,APP01107,0,0.8
U01108,APP01108,1,0.95
U01109,APP01109,1,0.92
U01110,APP01110,0,0.864
U01111,APP01111,1,0.95
U01112,APP01112,1,0.8
U01113,APP01113,1,0.944
U01114,APP01114,1,0.924
U01115,APP01115,1,0.95
U01116,APP01116,0,0.78
U01117,APP01117,1,0.933
U01118,APP01118,1,0.95
U01119,APP01119,1,0.856
U01120,APP01120,1,0.95
U01121,APP01121,1,0.95
U01122,APP01122,1,0.78
U01123,APP01123,1,0.8
U01124,APP01124,0,0.914
U01125,APP01125,1,0.65
U01126,APP01126,1,0.946
U01127,APP01127,1,0.8
U01128,APP01128,1,0.94
U01129,APP01129,1,0.8
U01130,APP01130,1,0.95
U01131,APP01131,0,0.92
U01132,APP01132,1,0.95
U01133,APP01133,1,0.946
U01134,APP01134,1,0.884
U01135,APP01135,1,0.939
U01136,APP01136,1,0.928
U01137,APP01137,1,0.8
U01138,APP01138,0,0.8
U01139,APP01139,1,0.936
U01140,APP01140,1,0.929
U01141,APP01141,1,0.948
U01142,APP01142,1,0.873
U01143,APP01143,1,0.857
U01144,APP01144,1,0.95
U01145,APP01145,1,0.909
U01146,APP01146,1,0.916
U01147,APP01147,1,0.943
U01148,APP01148,1,0.909
U01149,APP01149,1,0.902
U01150,APP01150,1,0.95
U01151,APP01151,1,0.95
U01152,APP01152,1,0.8
U01153,APP01153,1,0.95
U01154,APP01154,1,0.92
U01155,APP01155,1,0.937
U01156,APP01156,0,0.873
U01157,APP01157,1,0.915
U01158,APP01158,1,0.95
U01159,APP01159,1,0.934
U01160,APP01160,1,0.891
U01161,APP01161,1,0.911
U01162,APP01162,1,0.92
U01163,APP01163,1,0.914
U01164,APP01164,1,0.925
U01165,APP01165,1,0.8
U01166,APP01166,1,0.916
U01167,APP01167,1,0.8
U01168,APP01168,1,0.804
U01169,APP01169,1,0.933
U01170,APP01170,1,0.948
U01171,APP01171,1,0.92
U01172,APP01172,1,0.94
U01173,APP01173,1,0.923
U01174,APP01174,1,0.95
U01175,APP01175,1,0.95
U01176,APP01176,1,0.918
U01177,APP01177,1,0.921
U01178,APP01178,1,0.896
U01179,APP01179,1,0.879
U01180,APP01180,1,0.909
U01181,APP01181,1,0.844
U01182,APP01182,1,0.95
U01183,APP01183,1,0.86
U01184,APP01184,1,0.914
U01185,APP01185,1,0.91
U01186,APP01186,1,0.911
U01187,APP01187,1,0.8
U01188,APP01188,1,0.949
U01189,APP01189,1,0.779
U01190,APP01190,1,0.786
U01191,APP01191,1,0.95
U01192,APP01192,1,0.934
U01193,APP01193,1,0.926
U01194,APP01194,1,0.945
U01195,APP01195,1,0.95
U01196,APP01196,1,0.877
U01197,APP01197,1,0.886
U01198,APP01198,1,0.912
U01199,APP01199,0,0.923
U01200,APP01200,1,0.8
U01201,APP01201,1,0.942
U01202,APP01202,1,0.922
U01203,APP01203,1,0.852
U01204,APP01204,1,0.914
U01205,APP01205,1,0.94
U01206,APP01206,1,0.948
U01207,APP01207,1,0.8
U01208,APP01208,1,0.95
U01209,APP01209,1,0.937
U01210,APP01210,1,0.95
U01211,APP01211,1,0.896
U01212,APP01212,1,0.95
U01213,APP01213,1,0.916
U01214,APP01214,1,0.914
U01215,APP01215,1,0.949
U01216,APP01216,0,0.8
U01217,APP01217,1,0.95
U01218,APP01218,1,0.8
U01219,APP01219,1,0.931
U01220,APP01220,1,0.932
U01221,APP01221,1,0.947
U01222,APP01222,1,0.8
U01223,APP01223,1,0.924
U01224,APP01224,1,0.836
U01225,APP01225,0,0.891
U01226,APP01226,1,0.928
U01227,APP01227,1,0.909
U01228,APP01228,0,0.758
U01229,APP01229,1,0.931
U01230,APP01230,1,0.9
U01231,APP01231,1,0.944
U01232,APP01232,1,0.912
U01233,APP01233,1,0.896
U01234,APP01234,1,0.95
U01235,APP01235,1,0.935
U01236,APP01236,1,0.95
U01237,APP01237,1,0.938
U01238,APP01238,1,0.896
U01239,APP01239,0,0.912
U01240,APP01240,1,0.916
U01241,APP01241,1,0.8
U01242,APP01242,1,0.912
U01243,APP01243,1,0.915
U01244,APP01244,1,0.94
U01245,APP01245,1,0.936
U01246,APP01246,0,0.95
U01247,APP01247,1,0.95
U01248,APP01248,1,0.95
U01249,APP01249,1,0.926
U01250,APP01250,1,0.95
U01251,APP01251,1,0.927
U01252,APP01252,1,0.944
U01253,APP01253,0,0.838
U01254,APP01254,1,0.8
U01255,APP01255,1,0.902
U01256,APP01256,1,0.95
U01257,APP01257,1,0.95
U01258,APP01258,1,0.908
U01259,APP01259,1,0.93
U01260,APP01260,1,0.876
U01261,APP01261,1,0.8
U01262,APP01262,0,0.95
U01263,APP01263,1,0.92
U01264,APP01264,1,0.933
U01265,APP01265,1,0.941
U01266,APP01266,1,0.8
U01267,APP01267,1,0.77
U01268,APP01268,1,0.883
U01269,APP01269,1,0.8
U01270,APP01270,1,0.95
U01271,APP01271,0,0.916
U01272,APP01272,1,0.706
U01273,APP01273,1,0.95
U01274,APP01274,1,0.8
U01275,APP01275,1,0.8
U01276,APP01276,0,0.798
U01277,APP01277,1,0.855
U01278,APP01278,1,0.936
U01279,APP01279,1,0.911
U01280,APP01280,1,0.941
U01281,APP01281,1,0.908
U01282,APP01282,1,0.93
U01283,APP01283,1,0.858
U01284,APP01284,1,0.948
U01285,APP01285,1,0.944
U01286,APP01286,1,0.8
U01287,APP01287,0,0.8
U01288,APP01288,0,0.753
U01289,APP01289,1,0.929
U01290,APP01290,1,0.818
U01291,APP01291,1,0.934
U01292,APP01292,1,0.8
U01293,APP01293,1,0.95
U01294,APP01294,1,0.8
U01295,APP01295,1,0.948
U01296,APP01296,1,0.8
U01297,APP01297,1,0.89
U01298,APP01298,1,0.8
U01299,APP01299,1,0.92
U01300,APP01300,1,0.935
U01301,APP01301,1,0.936
U01302,APP01302,1,0.932
U01303,APP01303,1,0.95
U01304,APP01304,1,0.894
U01305,APP01305,1,0.837
U01306,APP01306,1,0.95
U01307,APP01307,1,0.944
U01308,APP01308,1,0.8
U01309,APP01309,1,0.8
U01310,APP01310,1,0.896
U01311,APP01311,1,0.8
U01312,APP01312,0,0.834
U01313,APP01313,1,0.905
U01314,APP01314,1,0.92
U01315,APP01315,0,0.8
U01316,APP01316,1,0.95
U01317,APP01317,1,0.922
U01318,APP01318,1,0.95
U01319,APP01319,1,0.909
U01320,APP01320,1,0.925
U01321,APP01321,1,0.8
U01322,APP01322,1,0.95
U01323,APP01323,1,0.8
U01324,APP01324,1,0.95
U01325,APP01325,1,0.8
U01326,APP01326,1,0.927
U01327,APP01327,1,0.894
U01328,APP01328,1,0.876
U01329,APP01329,1,0.898
U01330,APP01330,1,0.84
U01331,APP01331,1,0.95
U01332,APP01332,0,0.948
U01333,APP01333,1,0.882
U01334,APP01334,1,0.928
U01335,APP01335,1,0.95
U01336,APP01336,0,0.929
U01337,APP01337,1,0.915
U01338,APP01338,1,0.848
U01339,APP01339,1,0.95
U01340,APP01340,1,0.942
U01341,APP01341,1,0.906
U01342,APP01342,1,0.926
U01343,APP01343,0,0.912
U01344,APP01344,1,0.878
U01345,APP01345,1,0.907
U01346,APP01346,1,0.933
U01347,APP01347,1,0.95
U01348,APP01348,0,0.806
U01349,APP01349,0,0.8
U01350,APP01350,1,0.886
U01351,APP01351,1,0.906
U01352,APP01352,1,0.868
U01353,APP01353,1,0.759
U01354,APP01354,1,0.95
U01355,APP01355,1,0.773
U01356,APP01356,1,0.929
U01357,APP01357,1,0.8
U01358,APP01358,1,0.896
U01359,APP01359,1,0.863
U01360,APP01360,0,0.902
U01361,APP01361,1,0.939
U01362,APP01362,0,0.766
U01363,APP01363,1,0.904
U01364,APP01364,1,0.928
U01365,APP01365,1,0.95
U01366,APP01366,1,0.95
U01367,APP01367,1,0.928
U01368,APP01368,1,0.912
U01369,APP01369,1,0.896
U01370,APP01370,1,0.928
U01371,APP01371,1,0.931
U01372,APP01372,1,0.95
U01373,APP01373,1,0.8
U01374,APP01374,1,0.924
U01375,APP01375,1,0.8
U01376,APP01376,1,0.8
U01377,APP01377,1,0.895
U01378,APP01378,1,0.8
U01379,APP01379,1,0.908
U01380,APP01380,1,0.8
U01381,APP01381,1,0.895
U01382,APP01382,1,0.8
U01383,APP01383,1,0.884
U01384,APP01384,1,0.91
U01385,APP01385,1,0.8
U01386,APP01386,1,0.8
U01387,APP01387,1,0.911
U01388,APP01388,1,0.939
U01389,APP01389,1,0.828
U01390,APP01390,1,0.8
U01391,APP01391,1,0.836
U01392,APP01392,1,0.908
U01393,APP01393,1,0.897
U01394,APP01394,1,0.8
U01395,APP01395,1,0.909
U01396,APP01396,1,0.852
U01397,APP01397,0,0.892
U01398,APP01398,1,0.912
U01399,APP01399,1,0.939
U01400,APP01400,1,0.9
U01401,APP01401,1,0.948
U01402,APP01402,0,0.945
U01403,APP01403,1,0.906
U01404,APP01404,0,0.906
U01405,APP01405,1,0.8
U01406,APP01406,1,0.95
U01407,APP01407,1,0.934
U01408,APP01408,1,0.884
U01409,APP01409,1,0.868
U01410,APP01410,1,0.94
U01411,APP01411,1,0.93
U01412,APP01412,1,0.919
U01413,APP01413,1,0.95
U01414,APP01414,1,0.65
U01415,APP01415,1,0.918
U01416,APP01416,1,0.91
U01417,APP01417,1,0.924
U01418,APP01418,1,0.949
U01419,APP01419,1,0.95
U01420,APP01420,1,0.946
U01421,APP01421,1,0.95
U01422,APP01422,1,0.95
U01423,APP01423,1,0.95
U01424,APP01424,1,0.924
U01425,APP01425,1,0.86
U01426,APP01426,1,0.8
U01427,APP01427,1,0.94
U01428,APP01428,1,0.8
U01429,APP01429,1,0.888
U01430,APP01430,1,0.742
U01431,APP01431,1,0.8
U01432,APP01432,1,0.8
U01433,APP01433,1,0.8
U01434,APP01434,1,0.888
U01435,APP01435,1,0.908
U01436,APP01436,0,0.832
U01437,APP01437,0,0.937
U01438,APP01438,1,0.8
U01439,APP01439,1,0.884
U01440,APP01440,1,0.8
U01441,APP01441,1,0.926
U01442,APP01442,1,0.932
U01443,APP01443,1,0.95
U01444,APP01444,1,0.931
U01445,APP01445,0,0.936
U01446,APP01446,1,0.95
U01447,APP01447,1,0.946
U01448,APP01448,0,0.8
U01449,APP01449,1,0.917
U01450,APP01450,1,0.89
U01451,APP01451,1,0.936
U01452,APP01452,0,0.95
U01453,APP01453,1,0.895
U01454,APP01454,1,0.778
U01455,APP01455,0,0.908
U01456,APP01456,1,0.95
U01457,APP01457,1,0.935
U01458,APP01458,1,0.763
U01459,APP01459,1,0.95
U01460,APP01460,1,0.842
U01461,APP01461,1,0.95
U01462,APP01462,1,0.931
U01463,APP01463,1,0.923
U01464,APP01464,1,0.926
U01465,APP01465,1,0.944
U01466,APP01466,1,0.932
U01467,APP01467,1,0.912
U01468,APP01468,1,0.728
U01469,APP01469,0,0.8
U01470,APP01470,1,0.926
U01471,APP01471,1,0.8
U01472,APP01472,1,0.946
U01473,APP01473,1,0.8
U01474,APP01474,1,0.95
U01475,APP01475,0,0.8
U01476,APP01476,1,0.8
U01477,APP01477,1,0.945
U01478,APP01478,0,0.92
U01479,APP01479,1,0.898
U01480,APP01480,0,0.8
U01481,APP01481,1,0.929
U01482,APP01482,1,0.888
U01483,APP01483,1,0.919
U01484,APP01484,1,0.917
U01485,APP01485,1,0.896
U01486,APP01486,1,0.9
U01487,APP01487,1,0.8
U01488,APP01488,0,0.8
U01489,APP01489,0,0.95
U01490,APP01490,1,0.95
U01491,APP01491,1,0.914
U01492,APP01492,1,0.788
U01493,APP01493,1,0.923
U01494,APP01494,1,0.904
U01495,APP01495,1,0.891
U01496,APP01496,1,0.938
U01497,APP01497,1,0.95
U01498,APP01498,1,0.95
U01499,APP01499,1,0.943
U01500,APP01500,1,0.932
U01501,APP01501,1,0.8
U01502,APP01502,1,0.944
U01503,APP01503,0,0.9
U01504,APP01504,1,0.923
U01505,APP01505,1,0.909
U01506,APP01506,1,0.8
U01507,APP01507,1,0.944
U01508,APP01508,1,0.916
U01509,APP01509,1,0.8
U01510,APP01510,1,0.904
U01511,APP01511,1,0.9
U01512,APP01512,1,0.917
U01513,APP01513,1,0.93
U01514,APP01514,0,0.898
U01515,APP01515,1,0.942
U01516,APP01516,1,0.86
U01517,APP01517,0,0.912
U01518,APP01518,0,0.88
U01519,APP01519,1,0.887
U01520,APP01520,1,0.916
U01521,APP01521,0,0.896
U01522,APP01522,1,0.95
U01523,APP01523,1,0.936
U01524,APP01524,1,0.8
U01525,APP01525,1,0.8
U01526,APP01526,1,0.8
U01527,APP01527,1,0.8
U01528,APP01528,1,0.882
U01529,APP01529,1,0.899
U01530,APP01530,1,0.8
U01531,APP01531,1,0.65
U01532,APP01532,1,0.916
U01533,APP01533,1,0.944
U01534,APP01534,1,0.914
U01535,APP01535,1,0.893
U01536,APP01536,1,0.908
U01537,APP01537,1,0.95
U01538,APP01538,1,0.907
U01539,APP01539,1,0.915
U01540,APP01540,1,0.932
U01541,APP01541,0,0.8
U01542,APP01542,1,0.95
U01543,APP01543,1,0.87
U01544,APP01544,1,0.868
U01545,APP01545,1,0.95
U01546,APP01546,1,0.912
U01547,APP01547,1,0.85
U01548,APP01548,1,0.927
U01549,APP01549,1,0.8
U01550,APP01550,1,0.95
U01551,APP01551,1,0.923
U01552,APP01552,1,0.95
U01553,APP01553,1,0.797
U01554,APP01554,1,0.928
U01555,APP01555,1,0.899
U01556,APP01556,1,0.8
U01557,APP01557,1,0.82
U01558,APP01558,1,0.912
U01559,APP01559,1,0.945
U01560,APP01560,1,0.875
U01561,APP01561,1,0.896
U01562,APP01562,1,0.9
U01563,APP01563,1,0.8
U01564,APP01564,1,0.896
U01565,APP01565,1,0.95
U01566,APP01566,1,0.943
U01567,APP01567,1,0.928
U01568,APP01568,1,0.946
U01569,APP01569,1,0.948
U01570,APP01570,1,0.938
U01571,APP01571,1,0.944
U01572,APP01572,1,0.86
U01573,APP01573,1,0.8
U01574,APP01574,1,0.932
U01575,APP01575,1,0.94
U01576,APP01576,1,0.947
U01577,APP01577,1,0.945
U01578,APP01578,0,0.914
U01579,APP01579,1,0.892
U01580,APP01580,1,0.757
U01581,APP01581,1,0.939
U01582,APP01582,1,0.912
U01583,APP01583,1,0.906
U01584,APP01584,1,0.761
U01585,APP01585,1,0.925
U01586,APP01586,1,0.759
U01587,APP01587,1,0.87
U01588,APP01588,1,0.907
U01589,APP01589,1,0.946
U01590,APP01590,1,0.91
U01591,APP01591,0,0.918
U01592,APP01592,0,0.861
U01593,APP01593,1,0.932
U01594,APP01594,1,0.8
U01595,APP01595,1,0.8
U01596,APP01596,1,0.932
U01597,APP01597,1,0.92
U01598,APP01598,1,0.828
U01599,APP01599,1,0.934
U01600,APP01600,1,0.912
U01601,APP01601,1,0.816
U01602,APP01602,1,0.95
U01603,APP01603,1,0.95
U01604,APP01604,1,0.907
U01605,APP01605,0,0.944
U01606,APP01606,1,0.95
U01607,APP01607,1,0.8
U01608,APP01608,1,0.934
U01609,APP01609,1,0.8
U01610,APP01610,1,0.94
U01611,APP01611,1,0.939
U01612,APP01612,1,0.899
U01613,APP01613,1,0.946
U01614,APP01614,1,0.948
U01615,APP01615,1,0.89
U01616,APP01616,1,0.8
U01617,APP01617,1,0.915
U01618,APP01618,1,0.916
U01619,APP01619,1,0.928
U01620,APP01620,1,0.922
U01621,APP01621,1,0.904
U01622,APP01622,1,0.91
U01623,APP01623,1,0.928
U01624,APP01624,0,0.935
U01625,APP01625,1,0.95
U01626,APP01626,1,0.928
U01627,APP01627,1,0.88
U01628,APP01628,1,0.916
U01629,APP01629,1,0.918
U01630,APP01630,1,0.903
U01631,APP01631,1,0.95
U01632,APP01632,1,0.736
U01633,APP01633,1,0.764
U01634,APP01634,1,0.911
U01635,APP01635,1,0.94
U01636,APP01636,1,0.8
U01637,APP01637,1,0.95
U01638,APP01638,1,0.8
U01639,APP01639,1,0.932
U01640,APP01640,1,0.868
U01641,APP01641,0,0.8
U01642,APP01642,1,0.927
U01643,APP01643,1,0.932
U01644,APP01644,1,0.948
U01645,APP01645,1,0.9
U01646,APP01646,1,0.95
U01647,APP01647,1,0.783
U01648,APP01648,1,0.928
U01649,APP01649,1,0.876
U01650,APP01650,0,0.892
U01651,APP01651,1,0.874
U01652,APP01652,1,0.94
U01653,APP01653,1,0.911
U01654,APP01654,1,0.892
U01655,APP01655,1,0.938
U01656,APP01656,1,0.918
U01657,APP01657,1,0.882
U01658,APP01658,1,0.928
U01659,APP01659,1,0.95
U01660,APP01660,1,0.94
U01661,APP01661,1,0.95
U01662,APP01662,1,0.919
U01663,APP01663,0,0.947
U01664,APP01664,0,0.95
U01665,APP01665,1,0.8
U01666,APP01666,1,0.949
U01667,APP01667,1,0.922
U01668,APP01668,1,0.8
U01669,APP01669,1,0.907
U01670,APP01670,1,0.943
U01671,APP01671,1,0.907
U01672,APP01672,1,0.924
U01673,APP01673,1,0.8
U01674,APP01674,1,0.95
U01675,APP01675,1,0.936
U01676,APP01676,1,0.872
U01677,APP01677,1,0.95
U01678,APP01678,1,0.94
U01679,APP01679,1,0.86
U01680,APP01680,1,0.907
U01681,APP01681,1,0.904
U01682,APP01682,1,0.872
U01683,APP01683,1,0.65
U01684,APP01684,1,0.911
U01685,APP01685,1,0.911
U01686,APP01686,1,0.931
U01687,APP01687,1,0.95
U01688,APP01688,1,0.94
U01689,APP01689,1,0.92
U01690,APP01690,1,0.921
U01691,APP01691,1,0.8
U01692,APP01692,1,0.95
U01693,APP01693,1,0.928
U01694,APP01694,1,0.95
U01695,APP01695,1,0.922
U01696,APP01696,1,0.924
U01697,APP01697,1,0.94
U01698,APP01698,1,0.798
U01699,APP01699,1,0.934
U01700,APP01700,1,0.914
U01701,APP01701,1,0.89
U01702,APP01702,1,0.917
U01703,APP01703,1,0.9
U01704,APP01704,1,0.854
U01705,APP01705,1,0.886
U01706,APP01706,1,0.8
U01707,APP01707,1,0.9
U01708,APP01708,1,0.903
U01709,APP01709,1,0.93
U01710,APP01710,1,0.94
U01711,APP01711,1,0.95
U01712,APP01712,1,0.93
U01713,APP01713,1,0.785
U01714,APP01714,1,0.916
U01715,APP01715,1,0.95
U01716,APP01716,1,0.858
U01717,APP01717,1,0.95
U01718,APP01718,1,0.95
U01719,APP01719,1,0.892
U01720,APP01720,0,0.913
U01721,APP01721,1,0.877
U01722,APP01722,1,0.95
U01723,APP01723,1,0.948
U01724,APP01724,1,0.795
U01725,APP01725,1,0.886
U01726,APP01726,1,0.911
U01727,APP01727,1,0.889
U01728,APP01728,1,0.944
U01729,APP01729,1,0.8
U01730,APP01730,1,0.782
U01731,APP01731,1,0.92
U01732,APP01732,1,0.95
U01733,APP01733,1,0.897
U01734,APP01734,0,0.95
U01735,APP01735,1,0.935
U01736,APP01736,1,0.897
U01737,APP01737,1,0.95
U01738,APP01738,1,0.932
U01739,APP01739,1,0.848
U01740,APP01740,1,0.892
U01741,APP01741,1,0.94
U01742,APP01742,0,0.8
U01743,APP01743,1,0.892
U01744,APP01744,1,0.899
U01745,APP01745,1,0.852
U01746,APP01746,0,0.922
U01747,APP01747,1,0.804
U01748,APP01748,1,0.938
U01749,APP01749,1,0.922
U01750,APP01750,1,0.8
U01751,APP01751,1,0.848
U01752,APP01752,1,0.924
U01753,APP01753,1,0.942
U01754,APP01754,1,0.9
U01755,APP01755,1,0.942
U01756,APP01756,1,0.945
U01757,APP01757,0,0.876
U01758,APP01758,1,0.95
U01759,APP01759,1,0.936
U01760,APP01760,1,0.937
U01761,APP01761,1,0.932
U01762,APP01762,1,0.921
U01763,APP01763,1,0.904
U01764,APP01764,1,0.922
U01765,APP01765,1,0.88
U01766,APP01766,1,0.908
U01767,APP01767,1,0.907
U01768,APP01768,1,0.95
U01769,APP01769,1,0.901
U01770,APP01770,1,0.944
U01771,APP01771,1,0.899
U01772,APP01772,1,0.876
U01773,APP01773,1,0.828
U01774,APP01774,1,0.786
U01775,APP01775,1,0.946
U01776,APP01776,1,0.8
U01777,APP01777,1,0.936
U01778,APP01778,1,0.897
U01779,APP01779,1,0.935
U01780,APP01780,1,0.914
U01781,APP01781,1,0.8
U01782,APP01782,1,0.899
U01783,APP01783,1,0.893
U01784,APP01784,1,0.876
U01785,APP01785,1,0.906
U01786,APP01786,1,0.917
U01787,APP01787,1,0.8
U01788,APP01788,0,0.682
U01789,APP01789,1,0.95
U01790,APP01790,1,0.948
U01791,APP01791,1,0.8
U01792,APP01792,1,0.935
U01793,APP01793,1,0.89
U01794,APP01794,1,0.893
U01795,APP01795,1,0.95
U01796,APP01796,1,0.916
U01797,APP01797,1,0.8
U01798,APP01798,1,0.908
U01799,APP01799,1,0.884
U01800,APP01800,1,0.8
U01801,APP01801,1,0.8
U01802,APP01802,1,0.8
U01803,APP01803,1,0.876
U01804,APP01804,1,0.908
U01805,APP01805,1,0.899
U01806,APP01806,1,0.924
U01807,APP01807,1,0.9
U01808,APP01808,1,0.935
U01809,APP01809,1,0.8
U01810,APP01810,0,0.899
U01811,APP01811,1,0.93
U01812,APP01812,1,0.8
U01813,APP01813,1,0.8
U01814,APP01814,1,0.95
U01815,APP01815,1,0.908
U01816,APP01816,1,0.887
U01817,APP01817,1,0.95
U01818,APP01818,1,0.938
U01819,APP01819,1,0.91
U01820,APP01820,1,0.864
U01821,APP01821,1,0.941
U01822,APP01822,0,0.897
U01823,APP01823,1,0.796
U01824,APP01824,1,0.8
U01825,APP01825,1,0.928
U01826,APP01826,1,0.947
U01827,APP01827,1,0.91
U01828,APP01828,1,0.8
U01829,APP01829,0,0.8
U01830,APP01830,1,0.916
U01831,APP01831,0,0.8
U01832,APP01832,1,0.934
U01833,APP01833,1,0.95
U01834,APP01834,1,0.88
U01835,APP01835,1,0.886
U01836,APP01836,1,0.93
U01837,APP01837,1,0.918
U01838,APP01838,1,0.95
U01839,APP01839,1,0.8
U01840,APP01840,1,0.939
U01841,APP01841,1,0.914
U01842,APP01842,1,0.8
U01843,APP01843,1,0.936
U01844,APP01844,1,0.937
U01845,APP01845,1,0.928
U01846,APP01846,1,0.936
U01847,APP01847,1,0.941
U01848,APP01848,1,0.875
U01849,APP01849,0,0.892
U01850,APP01850,1,0.948
U01851,APP01851,1,0.935
U01852,APP01852,1,0.924
U01853,APP01853,1,0.93
U01854,APP01854,1,0.95
U01855,APP01855,1,0.88
U01856,APP01856,1,0.893
U01857,APP01857,1,0.926
U01858,APP01858,0,0.901
U01859,APP01859,1,0.914
U01860,APP01860,1,0.8
U01861,APP01861,1,0.91
U01862,APP01862,1,0.919
